学号,院系,专业,班级,性别,年级,B1,B2,G1,G2,G3,G,班级排名,院系排名
176301343,计算机工程学院,软件技术,17软件技术3,男,2017,2.6596,0.05,4.0,2.7096,3.7,3.16576,13,18
176301320,计算机工程学院,软件技术,17软件技术3,男,2017,2.8577,0.05,4.0,2.9077,3.0,3.14462,14,14
176301314,计算机工程学院,软件技术,17软件技术3,男,2017,2.4615,0.05,4.0,2.5115,4.0,3.1069,15,25
176301346,计算机工程学院,软件技术,17软件技术3,男,2017,3.0077,0.05,4.0,3.0577,2.3,3.09462,16,10
176301341,计算机工程学院,软件技术,17软件技术3,男,2017,2.4827,0.05,4.0,2.5327,3.7,3.05962,17,24
176301340,计算机工程学院,软件技术,17软件技术3,男,2017,3.0231,0.05,4.0,3.0731,2.0,3.04386,18,8
176301315,计算机工程学院,软件技术,17软件技术3,男,2017,2.6365,0.05,4.0,2.6865,3.0,3.0119,19,19
176301307,计算机工程学院,软件技术,17软件技术3,女,2017,2.5231,0.05,4.0,2.5731,3.3,3.00386,20,23
176301339,计算机工程学院,软件技术,17软件技术3,男,2017,2.9058,0.05,4.0,2.9558,2.0,2.97348,21,13
176301308,计算机工程学院,软件技术,17软件技术3,女,2017,3.0442,0.05,4.0,3.0942,1.5,2.95652,22,7
176301326,计算机工程学院,软件技术,17软件技术3,男,2017,2.3019,0.05,4.0,2.3519,3.3,2.87114,23,27
176301344,计算机工程学院,软件技术,17软件技术3,男,2017,2.6135,0.0525,4.0,2.666,2.3,2.8596,24,20
176301342,计算机工程学院,软件技术,17软件技术3,男,2017,2.1288,0.05,4.0,2.1788,3.7,2.84728,25,33
176301334,计算机工程学院,软件技术,17软件技术3,男,2017,2.0096,0.0525,4.0,2.0621,4.0,2.83726,26,38
176301311,计算机工程学院,软件技术,17软件技术3,女,2017,2.1846,0.05,4.0,2.2346,3.3,2.80076,27,31
176301322,计算机工程学院,软件技术,17软件技术3,男,2017,2.275,0.05,4.0,2.325,3.0,2.795,28,29
176301332,计算机工程学院,软件技术,17软件技术3,男,2017,2.2096,0.05,4.0,2.2596,3.0,2.75576,29,30
176301328,计算机工程学院,软件技术,17软件技术3,男,2017,2.1577,0.05,4.0,2.2077,3.0,2.72462,30,32
176301337,计算机工程学院,软件技术,17软件技术3,男,2017,2.0788,0.025,4.0,2.1038,3.3,2.72228,31,36
176301330,计算机工程学院,软件技术,17软件技术3,男,2017,2.3327,0.05,4.0,2.3827,2.3,2.68962,32,26
176301327,计算机工程学院,软件技术,17软件技术3,男,2017,2.0904,0.05,4.0,2.1404,3.0,2.68424,33,34
176301305,计算机工程学院,软件技术,17软件技术3,女,2017,2.7019,0.05,4.0,2.7519,1.0,2.65114,34,17
176301318,计算机工程学院,软件技术,17软件技术3,男,2017,1.7769,0.05,4.0,1.8269,3.7,2.63614,35,42
176301331,计算机工程学院,软件技术,17软件技术3,男,2017,1.8942,0.05,4.0,1.9442,3.0,2.56652,36,40
176301306,计算机工程学院,软件技术,17软件技术3,女,2017,2.5327,0.05,4.0,2.5827,1.0,2.54962,37,22
176301319,计算机工程学院,软件技术,17软件技术3,男,2017,2.2885,0.05,4.0,2.3385,1.0,2.4031,39,28
176301312,计算机工程学院,软件技术,17软件技术3,男,2017,3.1615,0.05,4.0,3.2115,3.7,3.4669,4,4
176301329,计算机工程学院,软件技术,17软件技术3,男,2017,1.7846,0.05,4.0,1.8346,2.3,2.36076,40,41
176301335,计算机工程学院,软件技术,17软件技术3,男,2017,2.0673,0.0,1.5,2.0673,3.7,2.28038,42,37
176301317,计算机工程学院,软件技术,17软件技术3,男,2017,1.3731,0.04,4.0,1.4131,3.0,2.24786,43,43
176301324,计算机工程学院,软件技术,17软件技术3,男,2017,1.2115,0.03,4.0,1.2415,3.3,2.2049,44,46
176301321,计算机工程学院,软件技术,17软件技术3,男,2017,1.3442,0.0475,4.0,1.3917,2.0,2.03502,45,45
176301336,计算机工程学院,软件技术,17软件技术3,男,2017,1.3888,0.01667,4.0,1.40547,1.0,1.843282,46,44
176301411,计算机工程学院,软件技术,17软件技术4,女,2017,3.6212,0.0575,4.0,3.6787,4.0,3.80722,1,1
176301408,计算机工程学院,软件技术,17软件技术4,女,2017,3.3577,0.06,4.0,3.4177,4.0,3.65062,2,3
176301410,计算机工程学院,软件技术,17软件技术4,女,2017,3.175,0.0525,4.0,3.2275,4.0,3.5365,3,4
176301445,计算机工程学院,软件技术,17软件技术4,男,2017,3.1615,0.05,4.0,3.2115,4.0,3.5269,4,5
176301406,计算机工程学院,软件技术,17软件技术4,女,2017,3.4096,0.05,4.0,3.4596,3.0,3.47576,5,2
176301442,计算机工程学院,软件技术,17软件技术4,男,2017,3.0538,0.05,4.0,3.1038,4.0,3.46228,6,6
176301436,计算机工程学院,软件技术,17软件技术4,男,2017,2.9788,0.05,4.0,3.0288,4.0,3.41728,7,8
176301425,计算机工程学院,软件技术,17软件技术4,男,2017,2.9462,0.05,4.0,2.9962,4.0,3.39772,8,10
176301401,计算机工程学院,软件技术,17软件技术4,女,2017,2.9731,0.05,4.0,3.0231,3.7,3.35386,9,9
176301444,计算机工程学院,软件技术,17软件技术4,男,2017,2.7769,0.05,4.0,2.8269,4.0,3.29614,10,14
176301403,计算机工程学院,软件技术,17软件技术4,女,2017,2.6865,0.05,4.0,2.7365,4.0,3.2419,11,17
176301416,计算机工程学院,软件技术,17软件技术4,男,2017,2.65,0.05,4.0,2.7,4.0,3.22,12,18
176301413,计算机工程学院,软件技术,17软件技术4,男,2017,2.7404,0.05,4.0,2.7904,3.7,3.21424,13,16
176301409,计算机工程学院,软件技术,17软件技术4,女,2017,2.9327,0.05,4.0,2.9827,3.0,3.18962,14,11
176301438,计算机工程学院,软件技术,17软件技术4,男,2017,2.5615,0.0425,4.0,2.604,4.0,3.1624,15,22
176301446,计算机工程学院,软件技术,17软件技术4,男,2017,2.8365,0.05,4.0,2.8865,3.0,3.1319,16,12
176301433,计算机工程学院,软件技术,17软件技术4,男,2017,2.5827,0.05,4.0,2.6327,3.7,3.11962,17,19
176301424,计算机工程学院,软件技术,17软件技术4,男,2017,2.475,0.05,4.0,2.525,4.0,3.115,18,25
176301405,计算机工程学院,软件技术,17软件技术4,女,2017,2.7981,0.05,4.0,2.8481,2.7,3.04886,19,13
176301407,计算机工程学院,软件技术,17软件技术4,女,2017,2.3577,0.05,4.0,2.4077,4.0,3.04462,20,26
176301417,计算机工程学院,软件技术,17软件技术4,男,2017,2.2846,0.05,4.0,2.3346,4.0,3.00076,21,30
176301435,计算机工程学院,软件技术,17软件技术4,男,2017,2.2712,0.05,4.0,2.3212,4.0,2.99272,22,31
176301428,计算机工程学院,软件技术,17软件技术4,男,2017,2.5692,0.05,4.0,2.6192,3.0,2.97152,23,20
176301439,计算机工程学院,软件技术,17软件技术4,男,2017,3.0423,0.05,4.0,3.0923,1.5,2.95538,24,7
176301440,计算机工程学院,软件技术,17软件技术4,男,2017,2.3077,0.0375,4.0,2.3452,3.7,2.94712,25,29
176301426,计算机工程学院,软件技术,17软件技术4,男,2017,2.5115,0.0525,4.0,2.564,3.0,2.9384,26,23
176301414,计算机工程学院,软件技术,17软件技术4,男,2017,2.4962,0.05,4.0,2.5462,3.0,2.92772,27,24
176301415,计算机工程学院,软件技术,17软件技术4,男,2017,2.2635,0.0375,4.0,2.301,3.7,2.9206,28,34
176301404,计算机工程学院,软件技术,17软件技术4,女,2017,2.5596,0.05,4.0,2.6096,2.7,2.90576,29,21
176301420,计算机工程学院,软件技术,17软件技术4,男,2017,2.1,0.05,4.0,2.15,4.0,2.89,30,37
176301418,计算机工程学院,软件技术,17软件技术4,男,2017,2.0423,0.056,4.0,2.0983,4.0,2.85898,31,39
176301427,计算机工程学院,软件技术,17软件技术4,男,2017,2.1058,0.03333,4.0,2.13913,3.7,2.823478,32,38
176301443,计算机工程学院,软件技术,17软件技术4,男,2017,2.1923,0.05,4.0,2.2423,3.3,2.80538,33,35
176301421,计算机工程学院,软件技术,17软件技术4,男,2017,2.7596,0.05,4.0,2.8096,1.5,2.78576,34,15
176301419,计算机工程学院,软件技术,17软件技术4,男,2017,1.9077,0.05,4.0,1.9577,3.7,2.71462,35,41
176301441,计算机工程学院,软件技术,17软件技术4,男,2017,1.7885,0.03333,4.0,1.82183,4.0,2.693098,36,42
176301437,计算机工程学院,软件技术,17软件技术4,男,2017,2.2712,0.05,4.0,2.3212,2.3,2.65272,37,31
176301432,计算机工程学院,软件技术,17软件技术4,男,2017,1.7538,0.05,4.0,1.8038,3.7,2.62228,38,44
176301422,计算机工程学院,软件技术,17软件技术4,男,2017,2.2538,0.05,4.0,2.3038,2.0,2.58228,39,33
176301434,计算机工程学院,软件技术,17软件技术4,男,2017,1.6173,0.05,4.0,1.6673,3.7,2.54038,40,45
176301429,计算机工程学院,软件技术,17软件技术4,男,2017,2.3231,0.0475,4.0,2.3706,1.5,2.52236,41,27
176301431,计算机工程学院,软件技术,17软件技术4,男,2017,2.3038,0.05,4.0,2.3538,1.5,2.51228,42,28
156307229,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,3.756,0.0575,4.0,3.8135,4.0,3.8881,1,1
176307104,计算机工程学院,物联网应用技术,17物联网应用技术1,女,2017,3.34,0.05333,4.0,3.39333,4.0,3.635998,2,2
176307116,计算机工程学院,物联网应用技术,17物联网应用技术1,女,2017,2.818,0.05,4.0,2.868,4.0,3.3208,3,9
176307107,计算机工程学院,物联网应用技术,17物联网应用技术1,女,2017,3.29,0.05,4.0,3.34,2.3,3.264,4,4
176307127,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,2.834,0.05,4.0,2.884,3.3,3.1904,5,8
176307112,计算机工程学院,物联网应用技术,17物联网应用技术1,女,2017,2.458,0.05333,4.0,2.51133,4.0,3.106798,6,15
176307117,计算机工程学院,物联网应用技术,17物联网应用技术1,女,2017,2.846,0.05,4.0,2.896,2.7,3.0776,7,7
176307115,计算机工程学院,物联网应用技术,17物联网应用技术1,女,2017,2.614,0.05,4.0,2.664,3.0,2.9984,8,13
176307111,计算机工程学院,物联网应用技术,17物联网应用技术1,女,2017,3.004,0.05,4.0,3.054,1.5,2.9324,9,6
176307101,计算机工程学院,物联网应用技术,17物联网应用技术1,女,2017,2.768,0.05,4.0,2.818,1.5,2.7908,10,11
176307110,计算机工程学院,物联网应用技术,17物联网应用技术1,女,2017,2.814,0.05,4.0,2.864,1.0,2.7184,11,10
176307102,计算机工程学院,物联网应用技术,17物联网应用技术1,女,2017,2.456,0.05,4.0,2.506,2.0,2.7036,12,16
176307128,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,2.35,0.03333,4.0,2.38333,2.3,2.689998,13,20
176307137,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,2.39,0.0575,4.0,2.4475,2.0,2.6685,14,17
176307108,计算机工程学院,物联网应用技术,17物联网应用技术1,女,2017,2.668,0.05,4.0,2.718,1.0,2.6308,15,12
176307131,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,2.068,0.05,4.0,2.118,2.7,2.6108,16,25
176307120,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,2.17,0.05,4.0,2.22,2.0,2.532,17,24
176307132,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,2.058,0.05,4.0,2.108,2.3,2.5248,18,27
176307126,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,2.314,0.0575,4.0,2.3715,1.5,2.5229,19,21
176307109,计算机工程学院,物联网应用技术,17物联网应用技术1,女,2017,3.306,0.05,0.0,3.356,2.3,2.4736,20,3
176307106,计算机工程学院,物联网应用技术,17物联网应用技术1,女,2017,2.222,0.0575,4.0,2.2795,1.5,2.4677,21,23
176307103,计算机工程学院,物联网应用技术,17物联网应用技术1,女,2017,2.39,0.05,4.0,2.44,1.0,2.464,22,18
176307119,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,3.03,0.0525,0.0,3.0825,3.0,2.4495,23,5
176307114,计算机工程学院,物联网应用技术,17物联网应用技术1,女,2017,1.986,0.05333,4.0,2.03933,2.0,2.423598,24,28
176307124,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,1.85,0.05,4.0,1.9,2.3,2.4,25,34
176307113,计算机工程学院,物联网应用技术,17物联网应用技术1,女,2017,2.6,0.0575,0.0,2.6575,4.0,2.3945,26,14
176307118,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,2.058,0.0575,4.0,2.1155,1.5,2.3693,27,26
176307134,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,1.912,0.0525,4.0,1.9645,1.5,2.2787,28,29
176307149,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,1.902,0.05,4.0,1.952,1.5,2.2712,29,30
176307146,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,1.8833,0.05,4.0,1.9333,1.5,2.25998,31,32
176307145,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,1.85,0.0525,4.0,1.9025,1.5,2.2415,32,33
176307105,计算机工程学院,物联网应用技术,17物联网应用技术1,女,2017,1.844,0.0375,4.0,1.8815,1.5,2.2289,33,35
176307144,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,1.8463,0.03333,4.0,1.87963,1.5,2.227778,34,36
176307142,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,1.7631,0.05,4.0,1.8131,1.5,2.18786,35,37
176307148,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,1.562,0.0525,4.0,1.6145,2.0,2.1687,36,42
176307135,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,1.7426,0.0375,4.0,1.7801,1.5,2.16806,37,38
176307147,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,1.7222,0.0525,4.0,1.7747,1.5,2.16482,38,39
176307129,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,1.722,0.052,4.0,1.774,1.5,2.1644,39,40
176307133,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,1.708,0.0525,4.0,1.7605,1.5,2.1563,40,41
176307136,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,1.5544,0.05,4.0,1.6044,1.5,2.06264,41,43
176307143,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,1.5296,0.06,4.0,1.5896,1.5,2.05376,42,44
176307125,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,1.55,0.0375,4.0,1.5875,1.5,2.0525,43,45
176307130,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,1.536,0.0475,4.0,1.5835,1.5,2.0501,44,46
176307123,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,1.482,0.05,4.0,1.532,1.5,2.0192,45,47
166305230,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,2.346,0.05,0.0,2.396,2.3,1.8976,46,19
176307141,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,1.1944,0.06,4.0,1.2544,1.5,1.85264,47,48
176307139,计算机工程学院,物联网应用技术,17物联网应用技术1,男,2017,2.238,0.0575,0.0,2.2955,2.0,1.7773,48,22
176307206,计算机工程学院,物联网应用技术,17物联网应用技术2,女,2017,3.74,0.05,4.0,3.79,4.0,3.874,1,1
176307207,计算机工程学院,物联网应用技术,17物联网应用技术2,女,2017,3.702,0.05333,4.0,3.75533,3.0,3.653198,2,2
176307208,计算机工程学院,物联网应用技术,17物联网应用技术2,女,2017,3.418,0.05,4.0,3.468,3.3,3.5408,3,3
176307204,计算机工程学院,物联网应用技术,17物联网应用技术2,女,2017,3.112,0.05,4.0,3.162,4.0,3.4972,4,8
176307209,计算机工程学院,物联网应用技术,17物联网应用技术2,女,2017,3.014,0.05,4.0,3.064,4.0,3.4384,5,10
176307220,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,3.33,0.0525,4.0,3.3825,3.0,3.4295,6,4
176307216,计算机工程学院,物联网应用技术,17物联网应用技术2,女,2017,3.284,0.05,4.0,3.334,3.0,3.4004,7,5
176307203,计算机工程学院,物联网应用技术,17物联网应用技术2,女,2017,2.834,0.05,4.0,2.884,4.0,3.3304,8,14
176307227,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,3.258,0.05,4.0,3.308,2.7,3.3248,9,6
176307219,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,2.854,0.05,4.0,2.904,3.3,3.2024,10,12
176307202,计算机工程学院,物联网应用技术,17物联网应用技术2,女,2017,2.724,0.05,4.0,2.774,3.0,3.0644,11,18
176307215,计算机工程学院,物联网应用技术,17物联网应用技术2,女,2017,2.848,0.05,4.0,2.898,2.0,2.9388,12,13
176307210,计算机工程学院,物联网应用技术,17物联网应用技术2,女,2017,3.18,0.05,2.0,3.23,3.0,2.938,13,7
176307205,计算机工程学院,物联网应用技术,17物联网应用技术2,女,2017,2.808,0.0525,4.0,2.8605,2.0,2.9163,14,15
176307238,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,2.252,0.01667,4.0,2.26867,3.7,2.901202,15,35
156307319,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,2.502,,4.0,2.502,3.0,2.9012,16,29
176307218,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,2.43,0.05,4.0,2.48,3.0,2.888,17,30
176307211,计算机工程学院,物联网应用技术,17物联网应用技术2,女,2017,3.084,0.05,2.0,3.134,3.0,2.8804,18,9
176307212,计算机工程学院,物联网应用技术,17物联网应用技术2,女,2017,2.732,0.05,4.0,2.782,2.0,2.8692,19,17
176307236,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,2.1593,0.03333,4.0,2.19263,3.7,2.855578,20,36
176307247,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,2.976,0.05333,4.0,3.02933,1.0,2.817598,21,11
176307225,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,2.634,0.05,4.0,2.684,2.0,2.8104,22,21
176307246,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,2.742,0.0575,4.0,2.7995,1.5,2.7797,23,16
176307248,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,2.7,0.0525,4.0,2.7525,1.5,2.7515,24,20
176307228,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,2.422,0.05,4.0,2.472,2.0,2.6832,25,31
176307217,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,2.588,0.05,4.0,2.638,1.5,2.6828,26,22
176307232,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,2.7,0.0575,4.0,2.7575,1.0,2.6545,27,19
176307242,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,2.5018,0.05,4.0,2.5518,1.5,2.63108,28,25
176307245,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,2.292,0.0525,4.0,2.3445,2.0,2.6067,29,34
176307249,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,2.576,0.05333,4.0,2.62933,1.0,2.577598,30,23
176307241,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,2.5036,0.05,4.0,2.5536,1.0,2.53216,31,24
176307213,计算机工程学院,物联网应用技术,17物联网应用技术2,女,2017,2.322,0.06,4.0,2.382,1.5,2.5292,32,32
176307231,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,2.488,0.05,4.0,2.538,1.0,2.5228,33,26
176307244,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,2.4667,0.0475,4.0,2.5142,1.0,2.50852,34,27
176307230,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,2.463,0.05,4.0,2.513,1.0,2.5078,35,28
176307233,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,1.948,0.0525,4.0,2.0005,2.3,2.4603,36,40
176307226,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,2.32,0.05,4.0,2.37,1.0,2.422,37,33
176307239,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,1.9811,0.05,4.0,2.0311,2.0,2.41866,38,39
176307243,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,2.1351,0.025,4.0,2.1601,1.0,2.29606,39,37
176307214,计算机工程学院,物联网应用技术,17物联网应用技术2,女,2017,2.07,0.05,4.0,2.12,1.0,2.272,40,38
176307240,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,1.7316,0.05,4.0,1.7816,1.0,2.06896,41,41
176307234,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,1.414,0.02333,4.0,1.43733,2.0,2.062398,42,46
176307229,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,1.7185,0.05,4.0,1.7685,1.0,2.0611,43,42
176307237,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,1.558,0.025,4.0,1.583,1.0,1.9498,44,43
176307223,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,1.5263,0.01667,4.0,1.54297,1.0,1.925782,45,44
176307235,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,1.4887,0.03333,4.0,1.52203,1.0,1.913218,46,45
176307222,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,1.1981,0.01667,4.0,1.21477,1.0,1.728862,47,47
176307221,计算机工程学院,物联网应用技术,17物联网应用技术2,男,2017,0.9151,0.05,4.0,0.9651,1.0,1.57906,48,48
176303108,计算机工程学院,移动应用开发,17移动应用开发1,女,2017,3.846,0.05,4.0,3.896,4.0,3.9376,1,1
176303115,计算机工程学院,移动应用开发,17移动应用开发1,男,2017,3.602,0.0475,4.0,3.6495,4.0,3.7897,2,4
176303104,计算机工程学院,移动应用开发,17移动应用开发1,女,2017,3.664,0.0575,4.0,3.7215,2.3,3.4929,3,3
176303141,计算机工程学院,移动应用开发,17移动应用开发1,男,2017,3.048,0.05,4.0,3.098,4.0,3.4588,4,8
176303109,计算机工程学院,移动应用开发,17移动应用开发1,女,2017,3.698,0.05,4.0,3.748,2.0,3.4488,5,2
176303106,计算机工程学院,移动应用开发,17移动应用开发1,女,2017,2.972,0.05,4.0,3.022,4.0,3.4132,6,12
176303102,计算机工程学院,移动应用开发,17移动应用开发1,女,2017,3.004,0.05,4.0,3.054,3.7,3.3724,7,10
176303101,计算机工程学院,移动应用开发,17移动应用开发1,女,2017,3.41,0.05,4.0,3.46,2.3,3.336,8,5
176303107,计算机工程学院,移动应用开发,17移动应用开发1,女,2017,3.214,0.05,4.0,3.264,1.5,3.0584,9,6
176303138,计算机工程学院,移动应用开发,17移动应用开发1,男,2017,3.02,0.0375,4.0,3.0575,2.0,3.0345,10,9
176303103,计算机工程学院,移动应用开发,17移动应用开发1,女,2017,2.766,0.05,4.0,2.816,2.3,2.9496,11,13
176303105,计算机工程学院,移动应用开发,17移动应用开发1,女,2017,3.05,0.05,4.0,3.1,1.0,2.86,12,7
176303134,计算机工程学院,移动应用开发,17移动应用开发1,男,2017,3.004,0.05,4.0,3.054,1.0,2.8324,13,10
176303139,计算机工程学院,移动应用开发,17移动应用开发1,男,2017,2.614,0.0375,4.0,2.6515,1.5,2.6909,14,16
176303137,计算机工程学院,移动应用开发,17移动应用开发1,男,2017,2.702,0.0375,4.0,2.7395,1.0,2.6437,15,14
176303129,计算机工程学院,移动应用开发,17移动应用开发1,男,2017,2.52,0.05,4.0,2.57,1.5,2.642,16,18
176303127,计算机工程学院,移动应用开发,17移动应用开发1,男,2017,2.518,0.05,4.0,2.568,1.5,2.6408,17,19
176303132,计算机工程学院,移动应用开发,17移动应用开发1,男,2017,2.502,0.05,4.0,2.552,1.5,2.6312,18,20
176303136,计算机工程学院,移动应用开发,17移动应用开发1,男,2017,2.66,0.03333,4.0,2.69333,1.0,2.615998,19,15
176303133,计算机工程学院,移动应用开发,17移动应用开发1,男,2017,2.444,0.05,4.0,2.494,1.5,2.5964,20,21
176303119,计算机工程学院,移动应用开发,17移动应用开发1,男,2017,2.58,0.05,4.0,2.63,1.0,2.578,21,17
176303125,计算机工程学院,移动应用开发,17移动应用开发1,男,2017,2.382,0.0375,4.0,2.4195,1.0,2.4517,22,22
176303126,计算机工程学院,移动应用开发,17移动应用开发1,男,2017,2.284,0.05,4.0,2.334,1.0,2.4004,23,23
176303116,计算机工程学院,移动应用开发,17移动应用开发1,男,2017,2.172,0.05,4.0,2.222,1.0,2.3332,24,24
176303128,计算机工程学院,移动应用开发,17移动应用开发1,男,2017,1.998,0.05,4.0,2.048,1.5,2.3288,25,25
176303113,计算机工程学院,移动应用开发,17移动应用开发1,男,2017,1.77,0.05,4.0,1.82,1.5,2.192,26,26
176303122,计算机工程学院,移动应用开发,17移动应用开发1,男,2017,1.75,0.05,4.0,1.8,1.5,2.18,27,27
176303140,计算机工程学院,移动应用开发,17移动应用开发1,男,2017,1.628,0.05,4.0,1.678,1.5,2.1068,28,30
176303135,计算机工程学院,移动应用开发,17移动应用开发1,男,2017,1.7204,0.05,4.0,1.7704,1.0,2.06224,29,28
176303112,计算机工程学院,移动应用开发,17移动应用开发1,男,2017,1.718,0.05,4.0,1.768,1.0,2.0608,30,29
176303110,计算机工程学院,移动应用开发,17移动应用开发1,男,2017,1.524,0.0525,4.0,1.5765,1.5,2.0459,31,33
176303118,计算机工程学院,移动应用开发,17移动应用开发1,男,2017,1.612,0.05,4.0,1.662,1.0,1.9972,32,31
176303131,计算机工程学院,移动应用开发,17移动应用开发1,男,2017,1.418,0.05,4.0,1.468,1.5,1.9808,33,35
176303130,计算机工程学院,移动应用开发,17移动应用开发1,男,2017,1.594,0.025,4.0,1.619,1.0,1.9714,34,32
176303111,计算机工程学院,移动应用开发,17移动应用开发1,男,2017,1.422,0.0575,4.0,1.4795,1.0,1.8877,35,34
176303124,计算机工程学院,移动应用开发,17移动应用开发1,男,2017,1.29,0.05,4.0,1.34,1.0,1.804,36,36
176303123,计算机工程学院,移动应用开发,17移动应用开发1,男,2017,0.7818,0.05,4.0,0.8318,1.5,1.59908,37,37
176303218,计算机工程学院,移动应用开发,17移动应用开发2,男,2017,3.434,0.05,4.0,3.484,4.0,3.6904,1,3
176303229,计算机工程学院,移动应用开发,17移动应用开发2,男,2017,3.388,0.05,4.0,3.438,4.0,3.6628,2,7
176303201,计算机工程学院,移动应用开发,17移动应用开发2,女,2017,3.858,0.05,4.0,3.908,2.3,3.6048,3,1
176303202,计算机工程学院,移动应用开发,17移动应用开发2,女,2017,3.604,0.05,4.0,3.654,2.3,3.4524,4,2
176303203,计算机工程学院,移动应用开发,17移动应用开发2,女,2017,3.194,0.05,4.0,3.244,3.0,3.3464,5,8
176303209,计算机工程学院,移动应用开发,17移动应用开发2,女,2017,2.83,0.05,4.0,2.88,4.0,3.328,6,12
176303225,计算机工程学院,移动应用开发,17移动应用开发2,男,2017,3.43,0.05,4.0,3.48,2.0,3.288,7,4
176303205,计算机工程学院,移动应用开发,17移动应用开发2,女,2017,3.392,0.052,4.0,3.444,1.5,3.1664,8,5
176303206,计算机工程学院,移动应用开发,17移动应用开发2,女,2017,3.176,0.05,4.0,3.226,2.0,3.1356,9,9
176303208,计算机工程学院,移动应用开发,17移动应用开发2,女,2017,2.896,0.05,4.0,2.946,2.7,3.1076,10,10
176303233,计算机工程学院,移动应用开发,17移动应用开发2,男,2017,2.432,0.05,4.0,2.482,4.0,3.0892,11,16
176303210,计算机工程学院,移动应用开发,17移动应用开发2,男,2017,3.39,0.05,4.0,3.44,1.0,3.064,12,6
176303235,计算机工程学院,移动应用开发,17移动应用开发2,男,2017,2.2466,0.0375,4.0,2.2841,4.0,2.97046,13,21
176303236,计算机工程学院,移动应用开发,17移动应用开发2,男,2017,2.104,0.05,4.0,2.154,4.0,2.8924,14,26
176303238,计算机工程学院,移动应用开发,17移动应用开发2,男,2017,2.6815,0.05,4.0,2.7315,2.0,2.8389,15,14
