city,local,total_price,unit_price,layout,area,floor,time,title
上海,浦东,1250,130073,2室2厅,96.1,8,2021-03-14,小区少有户型，满五wei一，税费少，带车位 到价签字
南京,雨花台,169.8,27304,2室1厅,62.19,6,2021-03-02,景明佳园赋景园 两房朝南有阳台  无收益金 看房子方便
上海,长宁,1365,94990,3室2厅,143.7,15,2021-03-20,带大花园+满五唯，一+得房率，高+靠绿地，上生新所
成都,成华,126,14855,2室1厅,84.82,34,2021-03-22,此房户型方正 客厅带阳台 中间楼层 采光好 居家装修
成都,武侯,50,12313,1室1厅,40.61,7,2020-08-29,武 侯 区  红 牌 楼  标 准 套 一
北京,海淀,740,86896,2室1厅,85.16,19,2021-03-26,满五年唯一，高楼层，正对小区花园，视野开阔
北京,昌平,383,57777,1室1厅,66.29,7,2021-03-28,地铁8号线，龙禧苑一区婚房精装 有车位南北朝向
南京,栖霞,150,19537,2室1厅,76.78,18,2021-04-02,视野开阔，采光充足，生活配套设施完善，交通便利
北京,朝阳,1050,67966,3室2厅,154.49,17,2020-11-18,金都杭城西区 满五年唯一 三居 户型方正
南京,鼓楼,155,26249,2室1厅,59.05,6,2021-03-31,金陵新五村 2室1厅 南 北
上海,宝山,535,59025,3室1厅,90.64,18,2021-02-27,地铁3号线宝杨路站旁  两南一北 南北通透  诚意出售
苏州,昆山,153,18302,2室2厅,83.6,6,2021-03-31,户型方正，采光好，看房方便。有汽车库价格另算
北京,石景山,169,32451,1室1厅,52.08,24,2021-02-24,2014年房屋电梯 南向精装修，满五年唯一住房
南京,秦淮,308,39850,2室1厅,77.29,7,2021-03-28,木匠营  双南户型 采光好   精装修   交通便利
北京,朝阳,960,110778,2室1厅,86.66,16,2021-03-06,业主在京随时签约，户型方正，位置安静，
北京,西城,548,100847,1室1厅,54.34,18,2020-05-14,椿树馆街 正规一居室 房本满五年 95年楼龄新 电梯直达
北京,丰台,319,46165,3室1厅,69.1,5,2021-02-24,满五唯一田字格三居室，南北双通透，随时可看！
北京,东城,545,81417,2室1厅,66.94,5,2021-04-02,悠胜美苑  东城区精装修 近地铁
北京,朝阳,675,60398,2室1厅,111.76,28,2021-03-16,满五年唯一  中间层 视野采光好
北京,朝阳,680,69931,3室1厅,97.24,9,2021-03-20,精装领包即住 花园洋房 南北通透 大落地窗 可签约
北京,朝阳,520,64597,2室1厅,80.5,6,2021-03-24,紫南家园 2室1厅 南 北
北京,海淀,485,85629,2室1厅,56.64,5,2021-03-30,西木小区 海淀五路居 南北两居 自如装修
成都,金牛,230,16630,4室1厅,138.31,31,2021-03-25,套四，安静不临街，小区环境好，看房方便
北京,海淀,670,61126,2室2厅,109.61,18,2021-03-30,海淀产权 正规南北通透 满五年唯一 中间楼层
南京,江宁,320,25662,3室2厅,124.7,11,2021-03-11,明月港湾星河湾 电梯三房 看房有钥匙
北京,朝阳,390,82944,2室1厅,47.02,6,2021-03-24,和平街十区 2室1厅 东 西
北京,通州,430,38907,3室1厅,110.52,6,2021-03-25,万达商圈 北苑地铁 华兴园正规三居 全明格局
北京,东城,750,126412,1室1厅,59.33,13,2021-03-29,全南向，高楼层，无遮挡采光好，商品房，满五年唯一
北京,房山,345,38817,3室1厅,88.88,15,2020-11-01,中铁长阳国际城南北通透中间楼层满五唯一三居室
北京,东城,668,110032,1室1厅,60.71,9,2021-03-28,东直门海运仓小区+满五唯一+带电梯+采光好+无遮挡
上海,闵行,458,72942,2室1厅,62.79,6,2021-03-21,满五W一  税费少 双南两房 全明户型
南京,秦淮,239.8,31310,3室1厅,76.59,7,2021-03-10,南部新城成熟小区户型好采光佳 距离宜家商场1公里
南京,江宁,259.8,25723,3室2厅,101,6,2020-04-14,盈家春天 户型方正 视野开阔 业主诚售
上海,金山,236,19383,3室1厅,121.76,6,2021-01-08,金山di一站，百联旁，蒙山菜市场旁。诚意出售
上海,浦东,320,37732,3室1厅,84.81,5,2021-03-27,此房满五税少，精装修，带地暖，采光好，诚心出售
北京,丰台,299,56640,1室1厅,52.79,22,2021-03-17,彩虹城四区一居室，楼层高，户型方正
南京,栖霞,320,41026,2室1厅,78,18,2021-03-09,地铁口 精装自住两房 看房方便 交通方便
北京,朝阳,740,111362,1室1厅,66.45,14,2021-03-20,此房满两年，安静，看花园一居室，户型方正，看房随时
苏州,高新,117.8,19556,2室1厅,60.24,5,2020-11-02,成熟社区，生活便利，此房户型方正，采光充足
北京,海淀,960,166667,2室1厅,57.6,6,2021-03-11,东南小区 南北通透 二居室 科学院家属楼
南京,建邺,344,36994,3室1厅,92.99,5,2021-02-26,莫愁湖地铁口 中间楼层 大三房户型方正采光好急售
上海,徐汇,530,71816,2室1厅,73.8,6,2021-03-07,双南精装两房，总价低，采光好，看房方便，诚售
上海,浦东,699,122956,2室1厅,56.85,6,2021-03-27,朱家滩好位置南北两房，配套成熟，靠花园
南京,浦口,34.4,13657,1室1厅,25.19,33,2021-03-20,15楼，上下楼方便，诚心卖！！！！
南京,建邺,210,32293,2室1厅,65.03,26,2021-01-06,生态科技岛业 业主诚心出售  环境好
北京,昌平,351,41149,2室1厅,85.3,6,2021-02-21,名佳花园三区南北通透满五唯一两居室
北京,丰台,735,76285,2室1厅,96.35,13,2021-03-09,未来上层 南北通透 两居室 满五年
南京,栖霞,240,26523,2室2厅,90.49,6,2021-03-16,诚品城 满五唯一  诚心出售 价格可谈 交通便利
北京,东城,830,101791,3室1厅,81.54,17,2020-11-06,日化家属院带电梯，居住舒适，管理好
北京,大兴,283,32740,2室1厅,86.44,16,2021-02-28,房子满五年唯一，南北通透，带电梯
南京,鼓楼,225,55625,1室1厅,40.45,6,2021-03-05,凤凰庄 1室1厅 南
北京,西城,595,102182,2室1厅,58.23,6,2021-03-14,三庙街，92年，业主诚意出售，长椿街地铁
北京,东城,605,127208,2室1厅,47.56,12,2021-03-13,安德路乙61号院 2室1厅 东 西
南京,浦口,260,25182,3室2厅,103.25,17,2021-04-02,金城丽景北区 3室2厅 南
苏州,工业园区,485,46275,3室2厅,104.81,25,2021-02-03,满五年 中间楼层小三房 房东诚意出售
南京,玄武,360,70575,2室1厅,51.01,7,2021-03-20,主城区 珠江路 丹凤街 进香河 低楼层南北两房
上海,浦东,335,44085,2室2厅,75.99,11,2021-03-26,模范小区 满5税费少，无贷款无抵押无户口
北京,昌平,405,40798,2室1厅,99.27,29,2020-11-26,北一区西北向 两居室 交通方便 视野好 楼层高
上海,静安,737,113107,1室2厅,65.16,24,2021-02-18,达安花一房，高层观景，视野开阔。业主诚心出售
上海,浦东,1599,125373,3室2厅,127.54,16,2021-02-28,New上好房，链家直供！福外电梯正三房，低总价看过来
北京,朝阳,798,54029,3室2厅,147.7,6,2021-02-07,万象新天二区主打一梯两户超大阳台舒适三居
北京,大兴,480,39063,3室1厅,122.88,16,2021-03-17,万源北路7号院，满五年，大三居
南京,秦淮,170,33184,2室1厅,51.23,7,2021-03-02,二楼  采光无遮挡  南北全明户型 成熟小区
北京,朝阳,535,56465,2室1厅,94.75,15,2021-03-07,南北向2居明厨明卫视野无遮挡低楼层
上海,普陀,780,82436,2室2厅,94.62,6,2021-01-16,南北通中区两房，jin园坐落在旁，满五年无个税，诚售
南京,鼓楼,715,55803,3室2厅,128.13,28,2021-03-27,辰龙广场 精装三房 满五年 交通便利
苏州,高新,428,35967,3室2厅,119,33,2020-05-03,天都花园精装修三房，房东诚意出售，满五年税费少
南京,建邺,518,50785,3室2厅,102,11,2021-03-29,云锦美地 电梯高楼层三房 南北通透 视野良好
南京,江宁,550,22579,5室3厅,243.59,5,2021-03-26,多层顶跃有储藏室有车位满5年免增值税
南京,建邺,410,56165,2室1厅,73,18,2021-02-18,此房全明户型 采光好 精装修可拎包住 房东诚心卖
成都,武侯,138,13356,3室1厅,103.33,7,2020-11-22,体院宿舍，低楼层，套三户型，客厅带阳台，采光好
南京,浦口,165,16502,3室2厅,99.99,27,2021-03-20,三房边户  满两年 简单装修 中间位置 诚心出售
南京,栖霞,88,18430,1室1厅,47.75,18,2021-03-31,带装修  楼栋前无遮挡  不用担心采光视野问题
南京,秦淮,186,29746,2室1厅,62.53,6,2021-02-27,带大阁楼不计面积 大露台地下室 实用 婚装看房方便
南京,秦淮,228,43166,2室1厅,52.82,6,2021-01-18,精装修 有院子 看房方便 业主诚心出售  配套完善
北京,海淀,493,66902,3室1厅,73.69,5,2021-03-11,建材城东一里，海淀产权，满五唯一商品房
成都,温江,113.5,10629,3室1厅,106.79,15,2020-09-11,满五年，杨柳河边，南北向，清水套三
南京,秦淮,420,48477,1室2厅,86.64,38,2019-11-21,新街口  火瓦巷 洪武路 苏宁诺富特14年 酒店装修
南京,建邺,322,64672,2室2厅,49.79,12,2021-03-30,诚心出售 采光没有遮挡 小区环境好 交通方便
北京,通州,328,40310,2室2厅,81.37,6,2021-03-21,此房是满五唯一，低楼层，南北通透，诚心出售
南京,建邺,505,41616,3室2厅,121.35,18,2021-02-27,有租赁车位中高楼层  49%满五唯一 位置好 采光好
上海,浦东,186,22756,2室2厅,81.74,6,2021-03-06,中间楼层精装两房，户型方正居住舒适
上海,浦东,495,59819,2室1厅,82.75,18,2021-03-02,三林前滩+南北户型+地铁11号线+满五
北京,西城,828,124512,2室1厅,66.5,10,2021-03-27,复兴门外大街 不临街 单价低两居
上海,奉贤,219,24248,3室1厅,90.32,6,2021-03-01,阁楼空间大+南北通户型+视野开阔+满五
南京,秦淮,326,47138,3室1厅,69.16,7,2021-01-12,满五不唯一 户型方正 生活交通便利 中间楼层 双卧朝南
上海,闵行,540,45463,3室2厅,118.78,5,2021-03-30,此房原始动迁，税费少，原始飞机户型，楼层佳
上海,松江,668,44854,4室2厅,148.93,18,2021-03-03,金地二期 精装修 看房方便 拎包入住 税费低 诚心签字
南京,秦淮,178,34510,2室1厅,51.58,7,2021-02-03,三山街 南北全明 精装修 设施齐全
上海,浦东,1070,142269,2室1厅,75.21,6,2021-03-21,小区总价Z低，满五税费少，诚意出售
上海,嘉定,144,31183,1室1厅,46.18,6,2020-12-02,楼层好，视野开阔，采光通风好，户型方正
北京,朝阳,1325,92034,3室1厅,143.97,22,2021-03-10,国风北京二期 东南三居 高楼层  精装修 不临街
北京,海淀,860,100597,2室1厅,85.49,17,2021-02-17,金夕园 东南向 大两居 满五唯一 高层观景
上海,闵行,280,71085,1室1厅,39.39,6,2021-03-21,漕河泾地铁口 中间楼层 采光通风好 视野开阔
南京,秦淮,172,33496,2室1厅,51.35,7,2021-01-18,满五唯一 业主诚心出售 看房方便
北京,东城,588,89539,2室1厅,65.67,14,2020-08-02,香河园北里 东城房本 房本满五年 业主诚心出售
上海,闵行,216,40090,2室1厅,53.88,6,2021-03-13,红旗四街坊 2室1厅 南
北京,东城,570,140498,1室1厅,40.57,6,2021-03-21,和平里三区东南向一居室  随时签约
北京,丰台,720,72138,2室2厅,99.81,9,2021-03-29,万年花城二期 2室2厅 南
南京,浦口,185,19927,2室2厅,92.84,11,2020-11-01,3号柳州东路站口 威尼斯5街区 婚装 楼层好 采光佳
北京,朝阳,549,58585,2室1厅,93.71,28,2021-03-15,北京新天地五期 满五年唯一 不临街精装修两居
北京,海淀,630,97223,2室1厅,64.8,6,2021-03-22,志强园 2室1厅 南 北
南京,鼓楼,158,26378,2室1厅,59.9,7,2021-03-30,中山北路 龙池庵 盐仓桥 双南 好房 急售 全明
上海,奉贤,385,12715,4室2厅,302.8,1,2018-07-03,诚意出售，买入价高税费少，挑高客厅
南京,江宁,405,47547,3室2厅,85.18,33,2021-03-15,九龙湖万科金域蓝湾 精装修南北通透三房 满2年
苏州,吴中,176,20520,3室1厅,85.77,6,2020-10-07,急卖 盘蠡村 边户   带车库 通水电 带卫生间
苏州,吴中,133,19165,2室2厅,69.4,6,2021-03-13,刚需小户看过来  朝南户型好  总价低 自住装修！
苏州,吴中,120,27638,1室1厅,43.42,6,2021-04-02,阳光水韵 1室1厅 南
北京,朝阳,425,64659,1室1厅,65.73,23,2021-04-01,北苑家园望春园  位置好，环境佳。正规一居室
北京,门头沟,296,36652,2室1厅,80.76,6,2021-03-15,绿岛家园满五唯一中楼层南北通透两居室
南京,玄武,610,39103,4室2厅,156,17,2021-01-26,品质小区 业主急售 带电梯 比邻玄武湖 近火车站
北京,朝阳,815,48308,4室1厅,168.71,25,2020-12-03,此房满5唯一，高楼层，视野开阔，采光充足
成都,成华,165,18511,2室2厅,89.14,27,2021-03-28,浅水半岛安静对中庭居家两居室诚出
成都,郫都,104,11792,3室2厅,88.2,29,2021-01-12,花样年精装套三单卫 对中庭 视野开阔
南京,浦口,239,27627,2室2厅,86.51,11,2021-03-27,万科物业；人车分流；开发商精装带地暖 ；采光无遮挡
南京,江宁,252,24909,3室2厅,101.17,20,2020-10-11,龙庭水岸 3房2厅 户型方正 湖景房 采光好 诚心急售
南京,鼓楼,530,84436,2室2厅,62.77,7,2020-06-10,迎江园 满五唯一 拎包入住 楼层好 不占
南京,建邺,615,68175,3室2厅,90.21,32,2021-01-24,奥南自住精装修三房！！！！！！
北京,朝阳,385,65846,1室1厅,58.47,28,2021-03-30,【 双阳台 高层】【满5唯一】【正东向】
南京,江宁,154,24295,2室1厅,63.39,6,2021-03-18,殷巷新寓 边户两房 位置佳 苏果超市 看房方便
南京,建邺,810,58820,4室2厅,137.71,19,2020-10-09,金基汇锦国际凌江府 精装三房 采光好 诚售 看房方便
北京,朝阳,450,70611,1室1厅,63.73,26,2021-03-05,华腾园精装一居室，户型好，交通便利
成都,双流,202,19808,3室2厅,101.98,33,2021-03-23,中海标准套三双卫横厅，中间楼层，房东诚心
南京,建邺,515,47322,3室2厅,108.83,18,2021-03-17,秦淮河畔 电梯精装三房两卫 看房方便诚售
北京,海淀,600,107335,2室1厅,55.9,6,2021-03-27,紫竹院南路20号院 2室1厅 南 北
北京,朝阳,565,56124,2室1厅,100.67,22,2021-03-29,南向两居室，两个卫生间，中高楼层，精装修，采光好
上海,静安,345,72495,1室1厅,47.59,24,2021-01-17,内环内普宅 电梯房 满五*  税费少
上海,闵行,788,77255,2室1厅,102,6,2021-03-20,西郊公寓三期 笋盘 南北两房 精装修 满五税少 诚意售
上海,闵行,330,55286,2室1厅,59.69,11,2021-03-07,双开间朝南+电梯高层+满五V一+诚心出售
上海,嘉定,405,51156,2室2厅,79.17,6,2021-01-10,动迁满五*，南北通透，通风效果好，近地铁
成都,新都,82,9463,2室1厅,86.66,29,2021-03-13,客厅无任何遮挡 业主承担一半曾值税 同小区毕看户型
南京,秦淮,338,37627,2室2厅,89.83,11,2021-01-02,电梯房 双卧朝南  业主诚心卖   采光很棒
北京,海淀,800,135364,2室1厅,59.1,16,2021-03-31,西三环 精装修 全南向两居室 随时看房 有电梯
苏州,相城,314,28036,4室2厅,112,23,2020-03-31,合景峰汇大四房，视野开阔，采光充足，配套齐全
南京,鼓楼,140,40996,1室1厅,34.15,6,2021-03-19,厚载村紧俏房源。低楼层，业主诚心卖
北京,朝阳,390,63271,2室1厅,61.64,6,2021-03-23,芳园里 低楼层 装修好 两居室
南京,雨花台,137.5,21854,2室1厅,62.92,33,2021-01-23,河西南岸 S3 金地二期 精装修 满两年 看房方便
北京,海淀,645,95840,2室1厅,67.3,16,2021-03-23,北蜂窝路22号院 铁东小区 电梯房 满五唯一
上海,浦东,225,27138,3室1厅,82.91,6,2020-12-19,桃源二村好房源 地铁400米 高层高视野 简装 双卧朝南
上海,徐汇,425,72849,2室1厅,58.34,6,2021-03-14,长桥四村 双南两房 位置好 业主诚售
南京,浦口,210,23940,3室2厅,87.72,11,2020-08-29,天润城十二街区 满五唯一 看房随时 精装三房中间楼层
苏州,昆山,223,18136,3室2厅,122.96,31,2021-04-02,自由都市 3室2厅 南
苏州,工业园区,219,26212,3室1厅,83.55,18,2021-03-10,精装修，房东诚意出售，格局合理的三房
北京,通州,349,47600,2室1厅,73.32,7,2020-12-23,地铁6号线，正规小两居，户型通透，满五唯一
上海,浦东,2045,130505,2室2厅,156.7,53,2017-09-08,满5唯1有车位，住起来通透舒服，看一线黄浦江景
南京,江宁,382,37871,3室1厅,100.87,11,2021-03-22,旺邻居一梯两户精装房 满五年南北通透三房 车位另算
南京,建邺,445,88452,1室1厅,50.31,33,2021-03-14,地段位置好 交通出行方便，总价低
成都,青羊,175,27044,3室1厅,64.71,22,2021-03-22,地铁口 光华逸家 精装套三 有两个车位
南京,浦口,343,39174,3室2厅,87.56,34,2021-03-21,保利西江月 3室2厅 南 北
北京,通州,309,43399,1室1厅,71.2,18,2021-03-11,新通国际花园 1室1厅 东 南
南京,栖霞,162,18600,3室1厅,87.1,27,2020-07-20,玫瑰园毛坯好房，次顶楼，采光视野无遮挡，业主急售
南京,浦口,270,14674,2室2厅,184,11,2021-03-11,融侨一楼带院子底跃户型，万科物业，采光不挡，诚售
苏州,姑苏,156.9,34461,2室1厅,45.53,3,2021-03-22,张家弄 草桥 振华 总价低的 小户型精装两房 楼层好
北京,西城,969,169703,2室1厅,57.1,6,2021-03-15,马甸南村 两居室 南北通透 满五唯一
北京,海淀,555,86315,2室1厅,64.3,6,2021-03-06,南北通透精装修小区中间位置无遮挡采光足
上海,黄浦,1175,100583,3室2厅,116.82,6,2021-01-26,全明户型，双朝南大主卧，满五*，得房率高
南京,秦淮,370,32013,3室2厅,115.58,9,2021-03-27,紫金明珠 次新小区 带电梯 银城物业 有钥匙 满五年
北京,通州,460,56304,2室1厅,81.7,40,2021-01-31,京贸国际城二期全南两居室满五年唯一两梯四户直通车库
南京,建邺,346,49155,2室1厅,70.39,28,2020-06-06,品牌精装 采光好 诚心售 地铁口低总价 中间位置
南京,江宁,305,23845,3室2厅,127.91,28,2020-11-02,此房满五唯一 精装修 楼层好 视野好 诚心出售
北京,门头沟,316,31030,2室1厅,101.84,6,2020-11-06,绿岛家园    南北通透  采光充足
南京,栖霞,379,41160,2室1厅,92.08,6,2020-09-09,中间楼层 满5年唯一   银城物业 环境优美
北京,丰台,368,54811,1室1厅,67.14,25,2020-12-12,方庄芳星园三区的朝西南向一居室
南京,秦淮,313,60054,2室1厅,52.12,30,2020-10-15,武学园 两居室 张府园 新街口 配套成熟 交通便利
北京,丰台,366,68335,2室1厅,53.56,6,2020-12-31,六里桥北里精装南北通透两居中间楼栋中间单元中间楼层
成都,青羊,222,28484,2室1厅,77.94,18,2021-03-27,中大君悦金沙五期精装修朝南套二
南京,玄武,245,44709,2室1厅,54.8,7,2020-10-17,长江路 全明 中间楼层 视野开阔 采光不挡
成都,天府新区,220,16909,3室1厅,130.11,27,2020-09-10,标准套三双卫，带3个阳台，视野开阔
成都,金牛,126,14074,3室2厅,89.53,18,2021-03-29,二环边，蓝光富丽城，朝南标准套三，诚心出售
南京,浦口,230,24145,3室2厅,95.26,21,2019-10-21,高楼层 采光不挡 户型方整  人车分流 房子满五唯一
成都,成华,102,18439,2室1厅,55.32,32,2019-03-30,蓝光coco时代标准套二，简单装修
北京,朝阳,1100,84402,3室1厅,130.33,28,2021-03-15,嘉铭桐城C区新上三居室，满五年唯一，随时可看，观景
南京,浦口,142,17667,2室1厅,80.38,6,2020-06-21,两室南北通 满五唯一 无个税 拎包入住 业主诚售
北京,海淀,1200,96775,3室2厅,124,8,2021-03-14,中海枫涟山庄南北通透一层带园诚意出售
南京,江宁,330,27478,5室2厅,120.1,6,2019-06-30,店长推荐 诚心出售南北通透大露台 秦淮河景一览无余
南京,江宁,196,18226,3室2厅,107.54,18,2020-10-25,此房是天景山公寓如意苑，有房本，户型方正
苏州,昆山,180,20738,3室1厅,86.8,30,2021-03-28,花桥裕花园 3室1厅 南
成都,温江,144,16325,3室1厅,88.21,26,2020-05-05,温江新城格凌兰满五，竖厅套三双卫带车位
成都,成华,195,21593,3室2厅,90.31,32,2020-08-28,富临精装套三，满五，房东换房真心售卖装修楼层好
成都,高新西,97,11115,4室2厅,87.27,24,2020-10-06,上锦颐园，户型方正采光好标准F2
北京,朝阳,569,52131,2室1厅,109.15,16,2021-01-02,华龙美树双卫生间两居室，视野很好
上海,闵行,405,77691,2室1厅,52.13,6,2021-03-24,莘松七村 2室1厅 南
南京,鼓楼,650,78097,3室1厅,83.23,7,2021-03-02,清河新寓一村  精装大三房   楼层好  全明户型   双南
南京,秦淮,420,40027,3室2厅,104.93,7,2021-04-01,三房两卫全明户型 低楼层 仁恒品质 桂花飘香 出行便捷
上海,嘉定,485,45476,2室2厅,106.65,11,2021-03-25,满五，大两房，采光棒，户型通透，通风效果好
北京,通州,349,35821,2室1厅,97.43,6,2019-09-07,北关商务区，南北通透，方正格局，满五唯一
上海,黄浦,2850,146455,4室3厅,194.6,30,2021-01-14,满五年顶楼复式，南面看小区及公园景观，采光无遮挡
成都,双流,125,16355,2室1厅,76.43,14,2021-03-17,佳兆业8号 精装修 中高楼层 保养好
南京,建邺,496,41528,3室2厅,119.44,6,2020-11-15,三开间朝南 银城物业 中间楼层 采光好
苏州,昆山,125,22547,1室1厅,55.44,28,2021-04-01,小孟推荐： 中间楼层，前后无遮挡物
上海,长宁,493,82359,3室1厅,59.86,6,2021-03-14,满五年、安静位置、交通便利、配套齐全、业主诚售
苏州,高新,116,16359,2室1厅,70.91,18,2021-02-01,房东诚心出售，已做两房，看房方便
南京,浦口,322,29107,3室2厅,110.63,23,2020-11-22,楼层好，精装修，采光好，拎包入住
北京,通州,338,44668,2室1厅,75.67,18,2020-10-04,金地格林格林。满五唯一。一层两居室
苏州,昆山,158,17504,3室2厅,90.27,26,2021-03-17,万科云岭公寓  全新精装修小三房  满2年  拎包入住
上海,宝山,235,46554,1室1厅,50.48,6,2021-03-20,新上笋盘，临河毛坯一居室，一手动迁税费少
北京,昌平,485,40936,3室1厅,118.48,7,2020-10-08,天通苑东三区，南北三居室，商品房满五年唯一
苏州,工业园区,300,72255,1室1厅,41.52,32,2020-08-24,星湾，总价低，看房方面。诚心出售
成都,郫都,100,13485,2室2厅,74.16,32,2021-04-02,地铁口，精装套二，中间楼层，房东诚心！
上海,嘉定,335,46412,2室2厅,72.18,6,2021-03-07,满五年 南北通透 双轨交 近地铁 ViP房源
南京,秦淮,357,68536,2室1厅,52.09,7,2021-03-04,满五唯一 交通便利  通风性好 配套齐全
南京,鼓楼,268,53719,2室1厅,49.89,7,2021-03-16,二楼带平台，简装两房 ，采光不挡
北京,丰台,579,62527,2室1厅,92.6,16,2021-02-19,万年花城三期东西通透两居室业主诚心出售
成都,郫都,108,12751,3室2厅,84.7,25,2021-02-22,全新精装套三，随时可看
南京,浦口,160,18368,2室2厅,87.11,32,2020-08-08,地铁口 干净清爽 拎包入住 诚心卖 随时可以看
上海,嘉定,312,40849,3室1厅,76.38,6,2021-02-18,少有非底楼三房，满五V1，户型正气采光不遮
上海,杨浦,880,90294,2室2厅,97.46,14,2021-03-17,满五年+5年难出一套的好房源+2004年商品房+近地铁12号
上海,闵行,1060,92723,3室2厅,114.32,12,2021-03-22,全新装修 ，拎包入住，位置好，楼层好
苏州,高新,106,22949,2室1厅,46.19,18,2021-03-10,新增房源 精装两房 106万 名墅花园 拎包入住 有钥匙
成都,双流,193,16366,3室2厅,117.93,23,2021-03-25,欧洲印象套三双卫带书房，满五年。中庭位置
上海,松江,566,50927,3室2厅,111.14,13,2021-03-28,满五次顶楼 视野好，诚意出售 位置好
成都,龙泉驿,165,18613,3室2厅,88.65,31,2020-09-14,央企保利，经典户型。精致装修
成都,崇州,80,7548,3室2厅,106,7,2021-03-04,羊马新城电梯洋房，中间楼层，采光良好
上海,普陀,209,58577,1室0厅,35.68,6,2021-03-06,总价低一房 得房率高 拎包入住 诚意出售 看房方便
成都,金牛,63,11601,2室1厅,54.31,7,2021-03-29,二环内小套二 中间楼层 低总价
南京,鼓楼,209,30682,2室2厅,68.12,7,2021-03-25,此房满五不唯一，小区环境好 采光好 低楼层
苏州,昆山,80.8,16160,2室1厅,50,22,2021-03-10,希悦庭公馆 2室1厅 东
南京,栖霞,159,18172,3室1厅,87.5,27,2020-08-06,中间楼层，视野采光好，无抵押，无增值税，原始户型
成都,青羊,201,21555,3室2厅,93.25,7,2021-03-24,青羊区一环内，地铁公园房，安静不临街
北京,房山,325,44056,2室1厅,73.77,21,2021-03-21,首开熙悦山澜庭 南北通透两居室 精装修
北京,丰台,656,66769,3室1厅,98.25,9,2020-07-12,二环边南北通透三居室，2006年带电梯
苏州,工业园区,430,39450,3室2厅,109,33,2021-03-14,新上房源，中楼层，诚心出售，价格可谈
上海,宝山,880,54271,4室2厅,162.15,18,2021-01-04,此房小区位置好，满五wei一，税费少，近地铁
苏州,工业园区,610,45865,3室2厅,133,18,2020-12-30,枫情水岸诚意出售，带大入户三房，保养好
苏州,姑苏,599,37256,3室2厅,160.78,16,2020-07-11,天辰花园全明三房，位置好，中间楼层，户型正气拎包住
上海,浦东,365,105798,1室1厅,34.5,6,2021-03-13,满五+独门精装+近地铁+陆家嘴地段+视野开阔+塘桥公园
上海,松江,1850,59410,6室3厅,311.4,4,2021-03-17,交通方便无航道，临河花园景观，格局清晰方正拎包入住
苏州,昆山,395,32114,3室2厅,123,34,2021-03-27,裕元新天地广场 3室2厅 南
成都,成华,127,19035,2室1厅,66.72,33,2021-03-12,锦绣东方一期 2室1厅 西
成都,武侯,150,13426,3室2厅,111.73,10,2021-03-28,兴元嘉园  电梯套三带储物间 不临街
南京,栖霞,355,35801,3室2厅,99.16,18,2018-08-10,此房带装修 小区环境优美 带电梯 物业管理好
苏州,昆山,183.33,17800,3室2厅,103,33,2020-12-27,房子是东边套，采光好，价格合适
南京,浦口,142.8,21693,2室1厅,65.83,18,2021-01-31,南北通透 户型方正 满二年 看房方便
北京,朝阳,316,70741,1室1厅,44.67,14,2020-09-21,和平街十五区1号院大一居室 带客厅 看房方便
成都,温江,123,12747,2室2厅,96.5,12,2021-03-27,公园大道清水跃层，高楼层，采光视野好
成都,青羊,264,30000,2室1厅,88,22,2019-08-22,优品道 套二户型 电梯中间楼层 出售
成都,高新,305,25033,3室1厅,121.84,6,2021-03-09,中海名城优质套三，神仙树地铁口，满五唯一
北京,海淀,630,137555,1室1厅,45.8,6,2021-03-23,小南庄社区 1室1厅 东
成都,温江,128,14321,3室1厅,89.38,34,2021-03-24,西南朝向精装横厅套三双卫，保养好，采光充足
北京,西城,399,88786,2室1厅,44.94,4,2020-09-10,西城区二环内 精装修 全明格局 近地铁 采光好 能贷款
苏州,工业园区,252,45711,1室1厅,55.13,24,2021-02-27,全新精装住宅，满两年，朝南中间楼层，看房有钥匙
南京,玄武,152,25149,2室1厅,60.44,6,2021-02-08,居家装修 满五唯一 双南户型 拎包入住 玄武
成都,高新,90,15226,1室1厅,59.11,24,2021-03-31,鸿阁一号 1室1厅 东
成都,锦江,68,14558,2室1厅,46.71,11,2021-02-24,海桐小套二出售  户型方正  位置安
上海,虹口,1220,81475,3室2厅,149.74,33,2019-07-27,中皇广场高楼层精装三房诚意出售
苏州,姑苏,385,40247,2室2厅,95.66,1,2020-12-09,新苏师范独栋私房   全明三开间   带60平大院子
成都,郫都,90,12530,3室2厅,71.83,32,2020-12-12,中间楼层采光好户型方正房东诚心出售
苏州,工业园区,318,39260,3室2厅,81,27,2020-03-15,湖东精装小三房，满两，学户在，出行便利
成都,成华,125,17968,2室2厅,69.57,23,2021-03-29,标准套二 中间楼层 采光好无遮挡
苏州,昆山,103,16613,1室1厅,62,21,2021-03-03,启航社U时代精装一房    房东诚心出售看房方便
南京,浦口,235,26987,3室2厅,87.08,18,2021-04-01,中间位置，高区采光充足，满两年，省增值税
苏州,昆山,95,11168,2室2厅,85.07,5,2021-03-23,东恒翠园 2室2厅 南
苏州,工业园区,405,42228,3室2厅,95.91,5,2021-01-22,新城花园好位置好楼层三房，带独库诚意出售
成都,锦江,360,24465,4室1厅,147.15,38,2021-03-29,此房五年，通透户型，采光视野好，带产权车位
